Sample	SuperPop	Project
HG00096	EUR	1KG
HG00097	EUR	1KG
HG00099	EUR	1KG
HG00100	EUR	1KG
HG00101	EUR	1KG
HG00102	EUR	1KG
HG00103	EUR	1KG
HG00105	EUR	1KG
HG00106	EUR	1KG
HG00107	EUR	1KG
HG00108	EUR	1KG
HG00109	EUR	1KG
HG00110	EUR	1KG
HG00111	EUR	1KG
HG00112	EUR	1KG
HG00113	EUR	1KG
HG00114	EUR	1KG
HG00115	EUR	1KG
HG00116	EUR	1KG
HG00117	EUR	1KG
HG00118	EUR	1KG
HG00119	EUR	1KG
HG00121	EUR	1KG
HG00122	EUR	1KG
HG00123	EUR	1KG
HG00125	EUR	1KG
HG00126	EUR	1KG
HG00127	EUR	1KG
HG00128	EUR	1KG
HG00129	EUR	1KG
HG00130	EUR	1KG
HG00131	EUR	1KG
HG00132	EUR	1KG
HG00133	EUR	1KG
HG00136	EUR	1KG
HG00137	EUR	1KG
HG00138	EUR	1KG
HG00139	EUR	1KG
HG00140	EUR	1KG
HG00141	EUR	1KG
HG00142	EUR	1KG
HG00143	EUR	1KG
HG00145	EUR	1KG
HG00146	EUR	1KG
HG00148	EUR	1KG
HG00149	EUR	1KG
HG00150	EUR	1KG
HG00151	EUR	1KG
HG00155	EUR	1KG
HG00157	EUR	1KG
HG00158	EUR	1KG
HG00159	EUR	1KG
HG00160	EUR	1KG
HG00171	EUR	1KG
HG00173	EUR	1KG
HG00174	EUR	1KG
HG00176	EUR	1KG
HG00177	EUR	1KG
HG00178	EUR	1KG
HG00179	EUR	1KG
HG00180	EUR	1KG
HG00181	EUR	1KG
HG00182	EUR	1KG
HG00183	EUR	1KG
HG00185	EUR	1KG
HG00186	EUR	1KG
HG00187	EUR	1KG
HG00188	EUR	1KG
HG00189	EUR	1KG
HG00190	EUR	1KG
HG00231	EUR	1KG
HG00232	EUR	1KG
HG00233	EUR	1KG
HG00234	EUR	1KG
HG00235	EUR	1KG
HG00236	EUR	1KG
HG00237	EUR	1KG
HG00239	EUR	1KG
HG00240	EUR	1KG
HG00242	EUR	1KG
HG00243	EUR	1KG
HG00244	EUR	1KG
HG00245	EUR	1KG
HG00246	EUR	1KG
HG00250	EUR	1KG
HG00251	EUR	1KG
HG00252	EUR	1KG
HG00253	EUR	1KG
HG00254	EUR	1KG
HG00255	EUR	1KG
HG00256	EUR	1KG
HG00257	EUR	1KG
HG00258	EUR	1KG
HG00259	EUR	1KG
HG00260	EUR	1KG
HG00261	EUR	1KG
HG00262	EUR	1KG
HG00263	EUR	1KG
HG00264	EUR	1KG
HG00265	EUR	1KG
HG00266	EUR	1KG
HG00267	EUR	1KG
HG00268	EUR	1KG
HG00269	EUR	1KG
HG00271	EUR	1KG
HG00272	EUR	1KG
HG00273	EUR	1KG
HG00274	EUR	1KG
HG00275	EUR	1KG
HG00276	EUR	1KG
HG00277	EUR	1KG
HG00278	EUR	1KG
HG00280	EUR	1KG
HG00281	EUR	1KG
HG00282	EUR	1KG
HG00284	EUR	1KG
HG00285	EUR	1KG
HG00288	EUR	1KG
HG00290	EUR	1KG
HG00304	EUR	1KG
HG00306	EUR	1KG
HG00308	EUR	1KG
HG00309	EUR	1KG
HG00310	EUR	1KG
HG00311	EUR	1KG
HG00313	EUR	1KG
HG00315	EUR	1KG
HG00318	EUR	1KG
HG00319	EUR	1KG
HG00320	EUR	1KG
HG00321	EUR	1KG
HG00323	EUR	1KG
HG00324	EUR	1KG
HG00325	EUR	1KG
HG00326	EUR	1KG
HG00327	EUR	1KG
HG00328	EUR	1KG
HG00329	EUR	1KG
HG00330	EUR	1KG
HG00331	EUR	1KG
HG00332	EUR	1KG
HG00334	EUR	1KG
HG00335	EUR	1KG
HG00336	EUR	1KG
HG00337	EUR	1KG
HG00338	EUR	1KG
HG00339	EUR	1KG
HG00341	EUR	1KG
HG00342	EUR	1KG
HG00343	EUR	1KG
HG00344	EUR	1KG
HG00345	EUR	1KG
HG00346	EUR	1KG
HG00349	EUR	1KG
HG00350	EUR	1KG
HG00351	EUR	1KG
HG00353	EUR	1KG
HG00355	EUR	1KG
HG00356	EUR	1KG
HG00357	EUR	1KG
HG00358	EUR	1KG
HG00360	EUR	1KG
HG00362	EUR	1KG
HG00364	EUR	1KG
HG00365	EUR	1KG
HG00366	EUR	1KG
HG00367	EUR	1KG
HG00368	EUR	1KG
HG00369	EUR	1KG
HG00371	EUR	1KG
HG00372	EUR	1KG
HG00373	EUR	1KG
HG00375	EUR	1KG
HG00376	EUR	1KG
HG00378	EUR	1KG
HG00379	EUR	1KG
HG00380	EUR	1KG
HG00381	EUR	1KG
HG00382	EUR	1KG
HG00383	EUR	1KG
HG00384	EUR	1KG
HG00403	EAS	1KG
HG00404	EAS	1KG
HG00406	EAS	1KG
HG00407	EAS	1KG
HG00409	EAS	1KG
HG00410	EAS	1KG
HG00419	EAS	1KG
HG00421	EAS	1KG
HG00422	EAS	1KG
HG00427	EAS	1KG
HG00428	EAS	1KG
HG00436	EAS	1KG
HG00437	EAS	1KG
HG00442	EAS	1KG
HG00443	EAS	1KG
HG00445	EAS	1KG
HG00446	EAS	1KG
HG00448	EAS	1KG
HG00449	EAS	1KG
HG00451	EAS	1KG
HG00452	EAS	1KG
HG00457	EAS	1KG
HG00458	EAS	1KG
HG00463	EAS	1KG
HG00464	EAS	1KG
HG00472	EAS	1KG
HG00473	EAS	1KG
HG00477	EAS	1KG
HG00478	EAS	1KG
HG00479	EAS	1KG
HG00500	EAS	1KG
HG00501	EAS	1KG
HG00513	EAS	1KG
HG00525	EAS	1KG
HG00530	EAS	1KG
HG00531	EAS	1KG
HG00533	EAS	1KG
HG00534	EAS	1KG
HG00536	EAS	1KG
HG00537	EAS	1KG
HG00542	EAS	1KG
HG00543	EAS	1KG
HG00551	AMR	1KG
HG00553	AMR	1KG
HG00554	AMR	1KG
HG00556	EAS	1KG
HG00557	EAS	1KG
HG00559	EAS	1KG
HG00560	EAS	1KG
HG00565	EAS	1KG
HG00566	EAS	1KG
HG00580	EAS	1KG
HG00583	EAS	1KG
HG00584	EAS	1KG
HG00589	EAS	1KG
HG00590	EAS	1KG
HG00592	EAS	1KG
HG00593	EAS	1KG
HG00596	EAS	1KG
HG00598	EAS	1KG
HG00599	EAS	1KG
HG00607	EAS	1KG
HG00608	EAS	1KG
HG00610	EAS	1KG
HG00611	EAS	1KG
HG00613	EAS	1KG
HG00614	EAS	1KG
HG00619	EAS	1KG
HG00620	EAS	1KG
HG00622	EAS	1KG
HG00623	EAS	1KG
HG00625	EAS	1KG
HG00626	EAS	1KG
HG00628	EAS	1KG
HG00629	EAS	1KG
HG00631	EAS	1KG
HG00632	EAS	1KG
HG00636	EAS	1KG
HG00637	AMR	1KG
HG00638	AMR	1KG
HG00640	AMR	1KG
HG00641	AMR	1KG
HG00650	EAS	1KG
HG00651	EAS	1KG
HG00653	EAS	1KG
HG00654	EAS	1KG
HG00656	EAS	1KG
HG00657	EAS	1KG
HG00662	EAS	1KG
HG00663	EAS	1KG
HG00671	EAS	1KG
HG00672	EAS	1KG
HG00674	EAS	1KG
HG00675	EAS	1KG
HG00683	EAS	1KG
HG00684	EAS	1KG
HG00689	EAS	1KG
HG00690	EAS	1KG
HG00692	EAS	1KG
HG00693	EAS	1KG
HG00698	EAS	1KG
HG00699	EAS	1KG
HG00701	EAS	1KG
HG00704	EAS	1KG
HG00705	EAS	1KG
HG00707	EAS	1KG
HG00708	EAS	1KG
HG00717	EAS	1KG
HG00728	EAS	1KG
HG00729	EAS	1KG
HG00731	AMR	1KG
HG00732	AMR	1KG
HG00734	AMR	1KG
HG00736	AMR	1KG
HG00737	AMR	1KG
HG00739	AMR	1KG
HG00740	AMR	1KG
HG00742	AMR	1KG
HG00743	AMR	1KG
HG00759	EAS	1KG
HG00766	EAS	1KG
HG00844	EAS	1KG
HG00864	EAS	1KG
HG00867	EAS	1KG
HG00879	EAS	1KG
HG00881	EAS	1KG
HG00956	EAS	1KG
HG00978	EAS	1KG
HG00982	EAS	1KG
HG01028	EAS	1KG
HG01029	EAS	1KG
HG01031	EAS	1KG
HG01046	EAS	1KG
HG01047	AMR	1KG
HG01048	AMR	1KG
HG01049	AMR	1KG
HG01051	AMR	1KG
HG01052	AMR	1KG
HG01054	AMR	1KG
HG01055	AMR	1KG
HG01058	AMR	1KG
HG01060	AMR	1KG
HG01061	AMR	1KG
HG01063	AMR	1KG
HG01064	AMR	1KG
HG01066	AMR	1KG
HG01067	AMR	1KG
HG01069	AMR	1KG
HG01070	AMR	1KG
HG01072	AMR	1KG
HG01073	AMR	1KG
HG01075	AMR	1KG
HG01077	AMR	1KG
HG01079	AMR	1KG
HG01080	AMR	1KG
HG01082	AMR	1KG
HG01083	AMR	1KG
HG01085	AMR	1KG
HG01086	AMR	1KG
HG01088	AMR	1KG
HG01089	AMR	1KG
HG01092	AMR	1KG
HG01094	AMR	1KG
HG01095	AMR	1KG
HG01097	AMR	1KG
HG01098	AMR	1KG
HG01101	AMR	1KG
HG01102	AMR	1KG
HG01104	AMR	1KG
HG01105	AMR	1KG
HG01107	AMR	1KG
HG01108	AMR	1KG
HG01110	AMR	1KG
HG01111	AMR	1KG
HG01112	AMR	1KG
HG01113	AMR	1KG
HG01119	AMR	1KG
HG01121	AMR	1KG
HG01122	AMR	1KG
HG01124	AMR	1KG
HG01125	AMR	1KG
HG01130	AMR	1KG
HG01131	AMR	1KG
HG01133	AMR	1KG
HG01134	AMR	1KG
HG01136	AMR	1KG
HG01139	AMR	1KG
HG01140	AMR	1KG
HG01142	AMR	1KG
HG01148	AMR	1KG
HG01149	AMR	1KG
HG01161	AMR	1KG
HG01162	AMR	1KG
HG01164	AMR	1KG
HG01167	AMR	1KG
HG01168	AMR	1KG
HG01170	AMR	1KG
HG01171	AMR	1KG
HG01173	AMR	1KG
HG01174	AMR	1KG
HG01176	AMR	1KG
HG01177	AMR	1KG
HG01182	AMR	1KG
HG01183	AMR	1KG
HG01187	AMR	1KG
HG01188	AMR	1KG
HG01190	AMR	1KG
HG01191	AMR	1KG
HG01197	AMR	1KG
HG01198	AMR	1KG
HG01200	AMR	1KG
HG01204	AMR	1KG
HG01205	AMR	1KG
HG01241	AMR	1KG
HG01242	AMR	1KG
HG01247	AMR	1KG
HG01248	AMR	1KG
HG01250	AMR	1KG
HG01251	AMR	1KG
HG01253	AMR	1KG
HG01254	AMR	1KG
HG01256	AMR	1KG
HG01257	AMR	1KG
HG01259	AMR	1KG
HG01260	AMR	1KG
HG01269	AMR	1KG
HG01271	AMR	1KG
HG01272	AMR	1KG
HG01274	AMR	1KG
HG01275	AMR	1KG
HG01277	AMR	1KG
HG01278	AMR	1KG
HG01280	AMR	1KG
HG01281	AMR	1KG
HG01284	AMR	1KG
HG01286	AMR	1KG
HG01302	AMR	1KG
HG01303	AMR	1KG
HG01305	AMR	1KG
HG01308	AMR	1KG
HG01311	AMR	1KG
HG01312	AMR	1KG
HG01323	AMR	1KG
HG01325	AMR	1KG
HG01326	AMR	1KG
HG01334	EUR	1KG
HG01341	AMR	1KG
HG01342	AMR	1KG
HG01344	AMR	1KG
HG01345	AMR	1KG
HG01349	AMR	1KG
HG01350	AMR	1KG
HG01351	AMR	1KG
HG01353	AMR	1KG
HG01354	AMR	1KG
HG01356	AMR	1KG
HG01357	AMR	1KG
HG01359	AMR	1KG
HG01360	AMR	1KG
HG01362	AMR	1KG
HG01363	AMR	1KG
HG01367	AMR	1KG
HG01369	AMR	1KG
HG01372	AMR	1KG
HG01374	AMR	1KG
HG01375	AMR	1KG
HG01377	AMR	1KG
HG01378	AMR	1KG
HG01383	AMR	1KG
HG01384	AMR	1KG
HG01389	AMR	1KG
HG01390	AMR	1KG
HG01392	AMR	1KG
HG01393	AMR	1KG
HG01395	AMR	1KG
HG01396	AMR	1KG
HG01398	AMR	1KG
HG01402	AMR	1KG
HG01403	AMR	1KG
HG01405	AMR	1KG
HG01412	AMR	1KG
HG01413	AMR	1KG
HG01414	AMR	1KG
HG01431	AMR	1KG
HG01432	AMR	1KG
HG01435	AMR	1KG
HG01437	AMR	1KG
HG01438	AMR	1KG
HG01440	AMR	1KG
HG01441	AMR	1KG
HG01443	AMR	1KG
HG01444	AMR	1KG
HG01447	AMR	1KG
HG01455	AMR	1KG
HG01456	AMR	1KG
HG01459	AMR	1KG
HG01461	AMR	1KG
HG01462	AMR	1KG
HG01464	AMR	1KG
HG01465	AMR	1KG
HG01468	AMR	1KG
HG01474	AMR	1KG
HG01479	AMR	1KG
HG01485	AMR	1KG
HG01486	AMR	1KG
HG01488	AMR	1KG
HG01489	AMR	1KG
HG01491	AMR	1KG
HG01492	AMR	1KG
HG01494	AMR	1KG
HG01495	AMR	1KG
HG01497	AMR	1KG
HG01498	AMR	1KG
HG01500	EUR	1KG
HG01501	EUR	1KG
HG01503	EUR	1KG
HG01504	EUR	1KG
HG01506	EUR	1KG
HG01507	EUR	1KG
HG01509	EUR	1KG
HG01510	EUR	1KG
HG01512	EUR	1KG
HG01513	EUR	1KG
HG01515	EUR	1KG
HG01516	EUR	1KG
HG01518	EUR	1KG
HG01519	EUR	1KG
HG01521	EUR	1KG
HG01522	EUR	1KG
HG01524	EUR	1KG
HG01525	EUR	1KG
HG01527	EUR	1KG
HG01528	EUR	1KG
HG01530	EUR	1KG
HG01531	EUR	1KG
HG01536	EUR	1KG
HG01537	EUR	1KG
HG01550	AMR	1KG
HG01551	AMR	1KG
HG01556	AMR	1KG
HG01565	AMR	1KG
HG01566	AMR	1KG
HG01571	AMR	1KG
HG01572	AMR	1KG
HG01577	AMR	1KG
HG01578	AMR	1KG
HG01583	CSA	1KG
HG01586	CSA	1KG
HG01589	CSA	1KG
HG01593	CSA	1KG
HG01595	EAS	1KG
HG01596	EAS	1KG
HG01597	EAS	1KG
HG01598	EAS	1KG
HG01599	EAS	1KG
HG01600	EAS	1KG
HG01602	EUR	1KG
HG01603	EUR	1KG
HG01605	EUR	1KG
HG01606	EUR	1KG
HG01607	EUR	1KG
HG01608	EUR	1KG
HG01610	EUR	1KG
HG01612	EUR	1KG
HG01613	EUR	1KG
HG01615	EUR	1KG
HG01617	EUR	1KG
HG01618	EUR	1KG
HG01619	EUR	1KG
HG01620	EUR	1KG
HG01623	EUR	1KG
HG01624	EUR	1KG
HG01625	EUR	1KG
HG01626	EUR	1KG
HG01631	EUR	1KG
HG01632	EUR	1KG
HG01668	EUR	1KG
HG01669	EUR	1KG
HG01670	EUR	1KG
HG01672	EUR	1KG
HG01673	EUR	1KG
HG01675	EUR	1KG
HG01676	EUR	1KG
HG01678	EUR	1KG
HG01679	EUR	1KG
HG01680	EUR	1KG
HG01682	EUR	1KG
HG01684	EUR	1KG
HG01685	EUR	1KG
HG01686	EUR	1KG
HG01695	EUR	1KG
HG01697	EUR	1KG
HG01699	EUR	1KG
HG01700	EUR	1KG
HG01702	EUR	1KG
HG01704	EUR	1KG
HG01705	EUR	1KG
HG01707	EUR	1KG
HG01708	EUR	1KG
HG01709	EUR	1KG
HG01710	EUR	1KG
HG01746	EUR	1KG
HG01747	EUR	1KG
HG01756	EUR	1KG
HG01757	EUR	1KG
HG01761	EUR	1KG
HG01762	EUR	1KG
HG01765	EUR	1KG
HG01766	EUR	1KG
HG01767	EUR	1KG
HG01768	EUR	1KG
HG01770	EUR	1KG
HG01771	EUR	1KG
HG01773	EUR	1KG
HG01775	EUR	1KG
HG01776	EUR	1KG
HG01777	EUR	1KG
HG01779	EUR	1KG
HG01781	EUR	1KG
HG01783	EUR	1KG
HG01784	EUR	1KG
HG01785	EUR	1KG
HG01786	EUR	1KG
HG01789	EUR	1KG
HG01790	EUR	1KG
HG01791	EUR	1KG
HG01794	EAS	1KG
HG01796	EAS	1KG
HG01797	EAS	1KG
HG01798	EAS	1KG
HG01799	EAS	1KG
HG01800	EAS	1KG
HG01801	EAS	1KG
HG01802	EAS	1KG
HG01804	EAS	1KG
HG01805	EAS	1KG
HG01806	EAS	1KG
HG01807	EAS	1KG
HG01808	EAS	1KG
HG01809	EAS	1KG
HG01810	EAS	1KG
HG01811	EAS	1KG
HG01812	EAS	1KG
HG01813	EAS	1KG
HG01815	EAS	1KG
HG01816	EAS	1KG
HG01817	EAS	1KG
HG01840	EAS	1KG
HG01841	EAS	1KG
HG01842	EAS	1KG
HG01843	EAS	1KG
HG01844	EAS	1KG
HG01845	EAS	1KG
HG01846	EAS	1KG
HG01847	EAS	1KG
HG01848	EAS	1KG
HG01849	EAS	1KG
HG01850	EAS	1KG
HG01851	EAS	1KG
HG01852	EAS	1KG
HG01853	EAS	1KG
HG01855	EAS	1KG
HG01857	EAS	1KG
HG01858	EAS	1KG
HG01859	EAS	1KG
HG01860	EAS	1KG
HG01861	EAS	1KG
HG01862	EAS	1KG
HG01863	EAS	1KG
HG01864	EAS	1KG
HG01865	EAS	1KG
HG01866	EAS	1KG
HG01867	EAS	1KG
HG01868	EAS	1KG
HG01869	EAS	1KG
HG01870	EAS	1KG
HG01871	EAS	1KG
HG01872	EAS	1KG
HG01873	EAS	1KG
HG01874	EAS	1KG
HG01878	EAS	1KG
HG01879	AFR	1KG
HG01882	AFR	1KG
HG01883	AFR	1KG
HG01885	AFR	1KG
HG01886	AFR	1KG
HG01889	AFR	1KG
HG01890	AFR	1KG
HG01892	AMR	1KG
HG01893	AMR	1KG
HG01894	AFR	1KG
HG01896	AFR	1KG
HG01912	AFR	1KG
HG01914	AFR	1KG
HG01915	AFR	1KG
HG01917	AMR	1KG
HG01918	AMR	1KG
HG01920	AMR	1KG
HG01921	AMR	1KG
HG01923	AMR	1KG
HG01924	AMR	1KG
HG01926	AMR	1KG
HG01927	AMR	1KG
HG01932	AMR	1KG
HG01933	AMR	1KG
HG01935	AMR	1KG
HG01936	AMR	1KG
HG01938	AMR	1KG
HG01939	AMR	1KG
HG01941	AMR	1KG
HG01942	AMR	1KG
HG01944	AMR	1KG
HG01945	AMR	1KG
HG01947	AMR	1KG
HG01948	AMR	1KG
HG01950	AMR	1KG
HG01951	AMR	1KG
HG01953	AMR	1KG
HG01954	AMR	1KG
HG01956	AFR	1KG
HG01958	AFR	1KG
HG01961	AMR	1KG
HG01965	AMR	1KG
HG01967	AMR	1KG
HG01968	AMR	1KG
HG01970	AMR	1KG
HG01971	AMR	1KG
HG01973	AMR	1KG
HG01974	AMR	1KG
HG01976	AMR	1KG
HG01977	AMR	1KG
HG01979	AMR	1KG
HG01980	AMR	1KG
HG01982	AMR	1KG
HG01985	AFR	1KG
HG01986	AFR	1KG
HG01988	AFR	1KG
HG01989	AFR	1KG
HG01990	AFR	1KG
HG01991	AMR	1KG
HG01992	AMR	1KG
HG01997	AMR	1KG
HG02002	AMR	1KG
HG02003	AMR	1KG
HG02006	AMR	1KG
HG02008	AMR	1KG
HG02009	AFR	1KG
HG02010	AFR	1KG
HG02012	AFR	1KG
HG02013	AFR	1KG
HG02014	AFR	1KG
HG02016	EAS	1KG
HG02017	EAS	1KG
HG02019	EAS	1KG
HG02020	EAS	1KG
HG02023	EAS	1KG
HG02025	EAS	1KG
HG02026	EAS	1KG
HG02028	EAS	1KG
HG02029	EAS	1KG
HG02031	EAS	1KG
HG02032	EAS	1KG
HG02035	EAS	1KG
HG02040	EAS	1KG
HG02047	EAS	1KG
HG02048	EAS	1KG
HG02049	EAS	1KG
HG02050	EAS	1KG
HG02051	AFR	1KG
HG02052	AFR	1KG
HG02053	AFR	1KG
HG02054	AFR	1KG
HG02057	EAS	1KG
HG02058	EAS	1KG
HG02060	EAS	1KG
HG02061	EAS	1KG
HG02064	EAS	1KG
HG02067	EAS	1KG
HG02069	EAS	1KG
HG02070	EAS	1KG
HG02072	EAS	1KG
HG02073	EAS	1KG
HG02075	EAS	1KG
HG02076	EAS	1KG
HG02078	EAS	1KG
HG02079	EAS	1KG
HG02081	EAS	1KG
HG02082	EAS	1KG
HG02084	EAS	1KG
HG02085	EAS	1KG
HG02086	EAS	1KG
HG02087	EAS	1KG
HG02088	EAS	1KG
HG02089	AMR	1KG
HG02090	AMR	1KG
HG02095	AFR	1KG
HG02102	AMR	1KG
HG02104	AMR	1KG
HG02105	AMR	1KG
HG02107	AFR	1KG
HG02108	AFR	1KG
HG02111	AFR	1KG
HG02113	EAS	1KG
HG02116	EAS	1KG
HG02121	EAS	1KG
HG02122	EAS	1KG
HG02127	EAS	1KG
HG02128	EAS	1KG
HG02130	EAS	1KG
HG02131	EAS	1KG
HG02133	EAS	1KG
HG02134	EAS	1KG
HG02136	EAS	1KG
HG02137	EAS	1KG
HG02138	EAS	1KG
HG02139	EAS	1KG
HG02140	EAS	1KG
HG02141	EAS	1KG
HG02142	EAS	1KG
HG02143	AFR	1KG
HG02144	AFR	1KG
HG02146	AMR	1KG
HG02147	AMR	1KG
HG02150	AMR	1KG
HG02151	EAS	1KG
HG02152	EAS	1KG
HG02153	EAS	1KG
HG02154	EAS	1KG
HG02155	EAS	1KG
HG02164	EAS	1KG
HG02165	EAS	1KG
HG02166	EAS	1KG
HG02178	EAS	1KG
HG02179	EAS	1KG
HG02180	EAS	1KG
HG02181	EAS	1KG
HG02182	EAS	1KG
HG02184	EAS	1KG
HG02185	EAS	1KG
HG02186	EAS	1KG
HG02187	EAS	1KG
HG02188	EAS	1KG
HG02190	EAS	1KG
HG02215	EUR	1KG
HG02219	EUR	1KG
HG02220	EUR	1KG
HG02221	EUR	1KG
HG02223	EUR	1KG
HG02224	EUR	1KG
HG02230	EUR	1KG
HG02231	EUR	1KG
HG02232	EUR	1KG
HG02233	EUR	1KG
HG02235	EUR	1KG
HG02236	EUR	1KG
HG02238	EUR	1KG
HG02239	EUR	1KG
HG02250	EAS	1KG
HG02252	AMR	1KG
HG02253	AMR	1KG
HG02255	AFR	1KG
HG02256	AFR	1KG
HG02259	AMR	1KG
HG02260	AMR	1KG
HG02262	AMR	1KG
HG02265	AMR	1KG
HG02266	AMR	1KG
HG02271	AMR	1KG
HG02272	AMR	1KG
HG02274	AMR	1KG
HG02275	AMR	1KG
HG02277	AMR	1KG
HG02278	AMR	1KG
HG02281	AFR	1KG
HG02282	AFR	1KG
HG02283	AFR	1KG
HG02284	AFR	1KG
HG02285	AMR	1KG
HG02286	AMR	1KG
HG02291	AMR	1KG
HG02292	AMR	1KG
HG02299	AMR	1KG
HG02301	AMR	1KG
HG02302	AMR	1KG
HG02304	AMR	1KG
HG02307	AFR	1KG
HG02308	AFR	1KG
HG02309	AFR	1KG
HG02312	AMR	1KG
HG02314	AFR	1KG
HG02315	AFR	1KG
HG02317	AFR	1KG
HG02318	AFR	1KG
HG02322	AFR	1KG
HG02323	AFR	1KG
HG02325	AFR	1KG
HG02330	AFR	1KG
HG02332	AFR	1KG
HG02334	AFR	1KG
HG02337	AFR	1KG
HG02339	AFR	1KG
HG02343	AFR	1KG
HG02345	AMR	1KG
HG02348	AMR	1KG
HG02351	EAS	1KG
HG02353	EAS	1KG
HG02355	EAS	1KG
HG02356	EAS	1KG
HG02360	EAS	1KG
HG02364	EAS	1KG
HG02367	EAS	1KG
HG02371	EAS	1KG
HG02373	EAS	1KG
HG02374	EAS	1KG
HG02375	EAS	1KG
HG02380	EAS	1KG
HG02382	EAS	1KG
HG02383	EAS	1KG
HG02385	EAS	1KG
HG02386	EAS	1KG
HG02389	EAS	1KG
HG02390	EAS	1KG
HG02391	EAS	1KG
HG02392	EAS	1KG
HG02394	EAS	1KG
HG02395	EAS	1KG
HG02396	EAS	1KG
HG02397	EAS	1KG
HG02398	EAS	1KG
HG02399	EAS	1KG
HG02401	EAS	1KG
HG02402	EAS	1KG
HG02406	EAS	1KG
HG02407	EAS	1KG
HG02408	EAS	1KG
HG02409	EAS	1KG
HG02410	EAS	1KG
HG02419	AFR	1KG
HG02420	AFR	1KG
HG02425	AMR	1KG
HG02427	AFR	1KG
HG02429	AFR	1KG
HG02433	AFR	1KG
HG02439	AFR	1KG
HG02442	AFR	1KG
HG02445	AFR	1KG
HG02449	AFR	1KG
HG02450	AFR	1KG
HG02455	AFR	1KG
HG02461	AFR	1KG
HG02462	AFR	1KG
HG02464	AFR	1KG
HG02465	AFR	1KG
HG02470	AFR	1KG
HG02471	AFR	1KG
HG02476	AFR	1KG
HG02477	AFR	1KG
HG02481	AFR	1KG
HG02484	AFR	1KG
HG02485	AFR	1KG
HG02489	AFR	1KG
HG02490	CSA	1KG
HG02491	CSA	1KG
HG02493	CSA	1KG
HG02494	CSA	1KG
HG02496	AFR	1KG
HG02497	AFR	1KG
HG02501	AFR	1KG
HG02502	AFR	1KG
HG02505	AFR	1KG
HG02508	AFR	1KG
HG02511	AFR	1KG
HG02512	EAS	1KG
HG02513	EAS	1KG
HG02521	EAS	1KG
HG02522	EAS	1KG
HG02524	EAS	1KG
HG02525	EAS	1KG
HG02536	AFR	1KG
HG02537	AFR	1KG
HG02541	AFR	1KG
HG02545	AFR	1KG
HG02546	AFR	1KG
HG02549	AFR	1KG
HG02554	AFR	1KG
HG02555	AFR	1KG
HG02557	AFR	1KG
HG02558	AFR	1KG
HG02561	AFR	1KG
HG02562	AFR	1KG
HG02569	AFR	1KG
HG02570	AFR	1KG
HG02571	AFR	1KG
HG02573	AFR	1KG
HG02574	AFR	1KG
HG02577	AFR	1KG
HG02580	AFR	1KG
HG02582	AFR	1KG
HG02583	AFR	1KG
HG02585	AFR	1KG
HG02586	AFR	1KG
HG02588	AFR	1KG
HG02589	AFR	1KG
HG02594	AFR	1KG
HG02595	AFR	1KG
HG02597	CSA	1KG
HG02600	CSA	1KG
HG02601	CSA	1KG
HG02603	CSA	1KG
HG02604	CSA	1KG
HG02610	AFR	1KG
HG02611	AFR	1KG
HG02613	AFR	1KG
HG02614	AFR	1KG
HG02620	AFR	1KG
HG02621	AFR	1KG
HG02625	AFR	1KG
HG02628	AFR	1KG
HG02629	AFR	1KG
HG02634	AFR	1KG
HG02635	AFR	1KG
HG02642	AFR	1KG
HG02643	AFR	1KG
HG02645	AFR	1KG
HG02646	AFR	1KG
HG02648	CSA	1KG
HG02651	CSA	1KG
HG02652	CSA	1KG
HG02654	CSA	1KG
HG02655	CSA	1KG
HG02657	CSA	1KG
HG02660	CSA	1KG
HG02661	CSA	1KG
HG02666	AFR	1KG
HG02667	AFR	1KG
HG02675	AFR	1KG
HG02676	AFR	1KG
HG02678	AFR	1KG
HG02679	AFR	1KG
HG02682	CSA	1KG
HG02684	CSA	1KG
HG02685	CSA	1KG
HG02687	CSA	1KG
HG02688	CSA	1KG
HG02691	CSA	1KG
HG02694	CSA	1KG
HG02696	CSA	1KG
HG02697	CSA	1KG
HG02700	CSA	1KG
HG02702	AFR	1KG
HG02703	AFR	1KG
HG02715	AFR	1KG
HG02716	AFR	1KG
HG02721	AFR	1KG
HG02722	AFR	1KG
HG02724	CSA	1KG
HG02725	CSA	1KG
HG02727	CSA	1KG
HG02728	CSA	1KG
HG02731	CSA	1KG
HG02733	CSA	1KG
HG02734	CSA	1KG
HG02736	CSA	1KG
HG02737	CSA	1KG
HG02756	AFR	1KG
HG02757	AFR	1KG
HG02759	AFR	1KG
HG02760	AFR	1KG
HG02762	AFR	1KG
HG02763	AFR	1KG
HG02768	AFR	1KG
HG02769	AFR	1KG
HG02771	AFR	1KG
HG02772	AFR	1KG
HG02774	CSA	1KG
HG02775	CSA	1KG
HG02778	CSA	1KG
HG02780	CSA	1KG
HG02783	CSA	1KG
HG02784	CSA	1KG
HG02786	CSA	1KG
HG02787	CSA	1KG
HG02789	CSA	1KG
HG02790	CSA	1KG
HG02792	CSA	1KG
HG02793	CSA	1KG
HG02798	AFR	1KG
HG02799	AFR	1KG
HG02804	AFR	1KG
HG02805	AFR	1KG
HG02807	AFR	1KG
HG02808	AFR	1KG
HG02810	AFR	1KG
HG02811	AFR	1KG
